CVE;CVSS;Severity;Vector;CWE;Bulletin;Affected Product;Affected Version;Fixed In
CVE-2022-34671;8.5;HIGH;CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H;CWE-787;5468;Tesla;All driver versions prior to 474.44;536.23, 474.44, Available the week of June 29, 2023, 536.25, 529.11, 454.23, 529.11(vGPU 15.3), 474.44(vGPU 13.8), 454.23(vGPU 11.13), 536.25(June 2023 release)
CVE-2022-34671;8.5;HIGH;CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H;CWE-787;5468;Tesla;All driver versions prior to 529.11;536.23, 474.44, Available the week of June 29, 2023, 536.25, 529.11, 454.23, 529.11(vGPU 15.3), 474.44(vGPU 13.8), 454.23(vGPU 11.13), 536.25(June 2023 release)
CVE-2022-34671;8.5;HIGH;CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H;CWE-787;5468;Tesla;All driver versions prior to 536.25;536.23, 474.44, Available the week of June 29, 2023, 536.25, 529.11, 454.23, 529.11(vGPU 15.3), 474.44(vGPU 13.8), 454.23(vGPU 11.13), 536.25(June 2023 release)
CVE-2022-34671;8.5;HIGH;CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H;CWE-787;5468;vGPU software (guest driver);454.14(All versions prior to and including vGPU 11.12);536.23, 474.44, Available the week of June 29, 2023, 536.25, 529.11, 454.23, 529.11(vGPU 15.3), 474.44(vGPU 13.8), 454.23(vGPU 11.13), 536.25(June 2023 release)
CVE-2022-34671;8.5;HIGH;CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H;CWE-787;5468;vGPU software (guest driver);474.30(All versions prior to and including vGPU 13.7);536.23, 474.44, Available the week of June 29, 2023, 536.25, 529.11, 454.23, 529.11(vGPU 15.3), 474.44(vGPU 13.8), 454.23(vGPU 11.13), 536.25(June 2023 release)
CVE-2022-34671;8.5;HIGH;CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H;CWE-787;5468;vGPU software (guest driver);528.89(All versions prior to and including vGPU 15.2);536.23, 474.44, Available the week of June 29, 2023, 536.25, 529.11, 454.23, 529.11(vGPU 15.3), 474.44(vGPU 13.8), 454.23(vGPU 11.13), 536.25(June 2023 release)
CVE-2022-42268;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-74;5418;NVIDIA Isaac Sim;All versions prior to 2022.2.0;2022.2, 2022.3, 2022.2.0, 2022.3.0, 2022.2.1
CVE-2022-42268;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-74;5418;Omniverse Audio2Face;All versions prior to 2022.2;2022.2, 2022.3, 2022.2.0, 2022.3.0, 2022.2.1
CVE-2022-42268;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-74;5418;Omniverse Code;All versions prior to 2022.3.0;2022.2, 2022.3, 2022.2.0, 2022.3.0, 2022.2.1
CVE-2022-42268;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-74;5418;Omniverse Create;All versions prior to 2022.3;2022.2, 2022.3, 2022.2.0, 2022.3.0, 2022.2.1
CVE-2022-42268;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-74;5418;Omniverse Machinima;All versions prior to 2022.3;2022.2, 2022.3, 2022.2.0, 2022.3.0, 2022.2.1
CVE-2022-42268;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H;CWE-74;5418;Omniverse View;All versions prior to 2022.2.1;2022.2, 2022.3, 2022.2.0, 2022.3.0, 2022.2.1
CVE-2022-42270;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-121;5442;NVIDIA Jetson AGX Xavier Series, Jetson Xavier NX, Jetson AGX Orin Series;32.7.2 and prior releases;35.2.1, 32.7.3
CVE-2022-42270;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-121;5442;NVIDIA Jetson AGX Xavier Series, Jetson Xavier NX, Jetson AGX Orin Series;Versions 35.1 and 34.1.1;35.2.1, 32.7.3
CVE-2022-42274;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-120;5449;DGX-2;All BMC versions prior to 1.08.00;1.08.00
CVE-2022-42280;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N;CWE-22;5449;DGX-2;All BMC versions prior to 1.08.00;1.08.00
CVE-2022-42282;6.5;MEDIUM;CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N;CWE-22;5449;DGX-2;All BMC versions prior to 1.08.00;1.08.00
CVE-2022-42283;6.4;MEDIUM;CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H;CWE-120;5449;DGX-2;All BMC versions prior to 1.08.00;1.08.00
CVE-2022-42286;6;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:H;CWE-119;5449;DGX-2;All SBIOS versions prior to 0.33;0.33
CVE-2022-42287;6;MEDIUM;CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N;CWE-22;5449;DGX-2;All BMC versions prior to 1.08.00;1.08.00
CVE-2022-42289;7.2;HIGH;CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H;CWE-78;5449;DGX-2;All SBIOS versions prior to 0.33;0.33
CVE-2022-42290;7.2;HIGH;CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H;CWE-78;5449;DGX-2;All SBIOS versions prior to 0.33;0.33
CVE-2022-42291;8.2;HIGH;CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:N/I:H/A:H;CWE-1386;5384;GeForce Experience;All versions prior to 3.27.0.112;3.27.0.112
CVE-2022-42292;5;MEDIUM;CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:N/I:L/A:H;CWE-59;5384;GeForce Experience;All versions prior to 3.27.0.112;3.27.0.112
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;GeForce;All driver versions prior to 470.182.03;530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;GeForce;All driver versions prior to 515.105.01;530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;GeForce;All driver versions prior to 525.105.17;530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;GeForce;All driver versions prior to 530.41.03;530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;NVIDIA Cloud Gaming (guest driver);All versions prior to 525.89.02(All versions prior to and including February 2023 release);530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;NVIDIA Cloud Gaming (Virtual GPU Manager);All versions prior to 525.89.02(All versions prior to and including February 2023 release);530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;NVIDIA RTX, Quadro, NVS;All driver versions prior to 470.182.03;530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;NVIDIA RTX, Quadro, NVS;All driver versions prior to 515.105.01;530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;NVIDIA RTX, Quadro, NVS;All driver versions prior to 525.105.17;530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;NVIDIA RTX, Quadro, NVS;All driver versions prior to 530.41.03;530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;Tesla;All driver versions prior to 450.236.01;530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;Tesla;All driver versions prior to 470.182.03;530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;Tesla;All driver versions prior to 515.105.01;530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;Tesla;All driver versions prior to 525.105.17;530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;vGPU software (guest driver);450.216.04(All versions prior to and including vGPU 11.11);530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;vGPU software (guest driver);470.161.03(All versions prior to and including vGPU 13.6);530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;vGPU software (guest driver);525.85.05(All versions prior to and including vGPU 15.1);530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;vGPU software (Virtual GPU Manager);450.216.04(All versions prior to and including vGPU 11.11);530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;vGPU software (Virtual GPU Manager);470.161.02(All versions prior to and including vGPU 13.6);530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0180;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H;CWE-125;5452;vGPU software (Virtual GPU Manager);525.85.07(All versions prior to and including vGPU 15.1);530.41.03, 525.105.17, 515.105.01, 470.182.03, 450.236.01, 525.105.17(vGPU 15.2), 470.182.03(vGPU 13.7), 450.236.01(vGPU 11.12), 530.41.03(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7), 450.236.03(vGPU 11.12)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;GeForce;All driver versions prior to 474.30;470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;GeForce;All driver versions prior to 531.41;470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;GeForce;All drivers versions prior to 474.30 for support of GeForce Kepler desktop;470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;NVIDIA Cloud Gaming (guest driver);All versions prior to 525.89.02(All versions prior to and including February 2023 release);470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;NVIDIA Cloud Gaming (guest driver);All versions prior to 528.49(All versions prior to and including February 2023 release);470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;NVIDIA Cloud Gaming (Virtual GPU Manager);All versions prior to 525.89.02(All versions prior to and including February 2023 release);470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;NVIDIA RTX, Quadro, NVS;All driver versions prior to 474.30;470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;NVIDIA RTX, Quadro, NVS;All driver versions prior to 518.03;470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;NVIDIA RTX, Quadro, NVS;All driver versions prior to 528.89;470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;NVIDIA RTX, Quadro, NVS;All driver versions prior to 531.41;470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;Studio;All driver versions prior to 528.89;470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;Studio;All driver versions prior to 531.41;470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;Tesla;All driver versions prior to 474.30;470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;Tesla;All driver versions prior to 518.03;470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;Tesla;All driver versions prior to 528.89;470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;vGPU software (guest driver);470.161.03(All versions prior to and including vGPU 13.6);470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;vGPU software (Virtual GPU Manager);470.161.02(All versions prior to and including vGPU 13.6);470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0181;7.1;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H;CWE-280;5452;vGPU software (Virtual GPU Manager);525.85.07(All versions prior to and including vGPU 15.1);470.182.03(vGPU 13.7), 530.41.03(March 2023 release), 531.41, 474.30, 528.89, 518.03, 531.41(March 2023 release), 525.105.14(vGPU 15.2), 470.182.02(vGPU 13.7)
CVE-2023-0182;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-787;5452;GeForce;All driver versions prior to 531.41;531.41, 528.89, 518.03, 531.41(March 2023 release)
CVE-2023-0182;7.8;HIGH;CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H;CWE-787;5452;NVIDIA Cloud Gaming (guest driver);All versions prior to 528.49(All versions prior to and including February 2023 release);531.41, 528.89, 518.03, 531.41(March 2023 release)
